id,sample_category,sha,msg_index,labels_gpt,labels_claude,labels_a1,labels_a2,labels_consensus
114,2.3 Error Persistence,0e2353a1098665379c770464ddf2f68aaaa6f895,19,2.3 Error Persistence,"2.3 Error Persistence
7.5 Sentiment Expression",2.3 Error Persistence,2.3 Error Persistence,2.3 Error Persistence
115,2.3 Error Persistence,8a62b060db1cf2a9bdac16c23df68e69c88bfd25,20,"2.3 Error Persistence
2.1 Log Paste","2.1 Log Paste
2.3 Error Persistence",2.1 Log Paste,"2.3 Error Persistence
2.1 Log Paste","2.3 Error Persistence
2.1 Log Paste"
116,2.3 Error Persistence,7050ff3af7b4d3f3676b505498863c5d359a366e,27,2.3 Error Persistence,"2.3 Error Persistence
2.2 Symptom Description",2.3 Error Persistence,2.3 Error Persistence,2.3 Error Persistence
117,2.3 Error Persistence,5e6107ed2491f06b5937da3c131b91b0030bacb7,1,"2.3 Error Persistence
2.1 Log Paste","2.3 Error Persistence
2.1 Log Paste","2.3 Error Persistence
2.2 Symptom Description","2.3 Error Persistence
2.1 Log Paste","2.3 Error Persistence
2.1 Log Paste"
118,2.3 Error Persistence,65058a57db917d233746b63c825a789cbb8afb37,16,2.3 Error Persistence,2.3 Error Persistence,1.3 Alignment Correction,2.3 Error Persistence,2.3 Error Persistence
119,2.3 Error Persistence,c8d74b1f7f134a00ae90808908e18361f5f28ead,13,2.3 Error Persistence,2.3 Error Persistence,2.3 Error Persistence,2.3 Error Persistence,2.3 Error Persistence
120,2.3 Error Persistence,3ee412c3cd9b35850c9872e9746077948a06499c,7,"2.3 Error Persistence
2.2 Symptom Description","2.2 Symptom Description
2.3 Error Persistence","2.3 Error Persistence
2.2 Symptom Description","2.3 Error Persistence
2.2 Symptom Description","2.3 Error Persistence
2.2 Symptom Description"
121,3.1 Planning & Consultation,391e6a1631b91842fc0e071f5a8238596a52a72b,7,3.1 Planning & Consultation,"3.3 General Knowledge Query
3.1 Planning & Consultation",3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation
122,3.1 Planning & Consultation,ebbfde22e75ec7fb40ab89b1ac278a87ea6c74e6,18,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation
123,3.1 Planning & Consultation,ee512b4d78916ad0aee6af96c6aec72e918333ba,8,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation
124,3.1 Planning & Consultation,210206b52f29f8873d81471702d6c512f3a4bb5e,4,3.1 Planning & Consultation,3.1 Planning & Consultation,3.3 General Knowledge Query,3.1 Planning & Consultation,3.1 Planning & Consultation
125,3.1 Planning & Consultation,293d30a936c49b4c9a77898fff474d493134d9d9,6,3.1 Planning & Consultation,3.1 Planning & Consultation,3.2 Project Comprehension,3.1 Planning & Consultation,3.1 Planning & Consultation
126,3.1 Planning & Consultation,d717d09e8b780b0bc5a45bed43ffdac94e43632d,20,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation
127,3.1 Planning & Consultation,98d2a2da5c662048a9e5d461848005adc50d8f89,21,3.1 Planning & Consultation,"3.3 General Knowledge Query
7.5 Sentiment Expression",3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation
128,3.1 Planning & Consultation,8fde1d8df7ab11d91c7c556fae9b54f40df26989,0,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation
129,3.1 Planning & Consultation,7d35dab12ec7d9e03e2caf4555451583e38b61e6,0,"3.1 Planning & Consultation
4.1 Information Injection","3.2 Project Comprehension
3.1 Planning & Consultation",3.1 Planning & Consultation,"3.1 Planning & Consultation
3.2 Project Comprehension",3.1 Planning & Consultation
130,3.1 Planning & Consultation,7c0a56f8e3b1a8c8729392b9fa35c6350d712a37,0,"3.1 Planning & Consultation
4.1 Information Injection","4.1 Information Injection
3.1 Planning & Consultation",3.1 Planning & Consultation,"4.1 Information Injection
3.1 Planning & Consultation","3.1 Planning & Consultation
4.1 Information Injection"
131,3.1 Planning & Consultation,3a889412e8a1c20d999d0448ae67cd47492ec368,1,3.1 Planning & Consultation,3.3 General Knowledge Query,3.1 Planning & Consultation,3.3 General Knowledge Query,3.1 Planning & Consultation
132,3.1 Planning & Consultation,7980f95f51eff57c17e5b858792193c31a54b246,12,"3.1 Planning & Consultation
7.5 Sentiment Expression","7.5 Sentiment Expression
3.1 Planning & Consultation","6.1 Documentation
1.1 New Implementation","7.5 Sentiment Expression
3.1 Planning & Consultation","3.1 Planning & Consultation
7.5 Sentiment Expression"
133,3.1 Planning & Consultation,432e7e4d507748f5dfcdc04d63ac9e375c54c3b8,3,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation
134,3.1 Planning & Consultation,b7291281fe98b9852e480437a281847cbcd24847,0,3.1 Planning & Consultation,"3.1 Planning & Consultation
4.2 Behavior Specification",3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation
135,3.1 Planning & Consultation,a908d1d01cb7aeff52e863c8c2bff69663c06bdb,0,"1.2 Iterative Modification
3.1 Planning & Consultation","3.1 Planning & Consultation
1.2 Iterative Modification",3.1 Planning & Consultation,"3.1 Planning & Consultation
1.2 Iterative Modification","1.2 Iterative Modification
3.1 Planning & Consultation"
136,3.1 Planning & Consultation,3fa40a59ac048a51ee7c4ea3750aa07f8b277449,0,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation
137,3.1 Planning & Consultation,113708b7a70d17f4bc104074f115f7f2da54ecb1,31,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation
138,3.1 Planning & Consultation,ce1b1c7ca72dfe5b4b54c0332a67434ab25dae66,2,"6.1 Documentation
1.1 New Implementation
3.1 Planning & Consultation","7.5 Sentiment Expression
1.2 Iterative Modification
1.1 New Implementation
6.1 Documentation","1.2 Iterative Modification
6.1 Documentation","7.5 Sentiment Expression
1.2 Iterative Modification","7.5 Sentiment Expression
1.2 Iterative Modification
6.1 Documentation"
139,3.1 Planning & Consultation,80ab8281676db4ac61bcedec2d4cd9d0db9c437f,4,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation
140,3.1 Planning & Consultation,d35797751923d36e92cc30a8ede7fcde6bc96a5c,72,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation,3.1 Planning & Consultation
141,3.2 Project Comprehension,fbbeab8a97a49a121fcd19d82068f74a4a1640d5,5,"2.3 Error Persistence
3.2 Project Comprehension","7.5 Sentiment Expression
2.3 Error Persistence","2.3 Error Persistence
2.2 Symptom Description","3.1 Planning & Consultation
2.3 Error Persistence","2.3 Error Persistence
2.2 Symptom Description"
142,3.2 Project Comprehension,9cd980814e11dcb9e40c783da8fa932102f54210,8,"3.2 Project Comprehension
2.2 Symptom Description",3.2 Project Comprehension,5.1 Code Review,"3.2 Project Comprehension
1.2 Iterative Modification","3.2 Project Comprehension
1.2 Iterative Modification"
143,3.2 Project Comprehension,0ebbfdb2a4bf1e387fed55814f6908754ebcebe4,13,3.2 Project Comprehension,3.2 Project Comprehension,3.3 General Knowledge Query,3.2 Project Comprehension,3.2 Project Comprehension
144,3.2 Project Comprehension,059558b326f9053dd3d9c13796cb676384ef6853,12,"3.1 Planning & Consultation
3.2 Project Comprehension","3.2 Project Comprehension
3.1 Planning & Consultation
4.2 Behavior Specification",3.1 Planning & Consultation,"2.3 Error Persistence
3.1 Planning & Consultation
4.2 Behavior Specification",3.1 Planning & Consultation
145,3.2 Project Comprehension,01252543aac5fe809e0502b5299b26ae555a1d4b,2,3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension
146,3.2 Project Comprehension,777cf64f78ff269c0cfc86b7020456fbe4d021e4,21,3.2 Project Comprehension,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query
147,3.2 Project Comprehension,9961d53b33dc60961a3b1959eb7295c38b214cc9,4,3.2 Project Comprehension,3.2 Project Comprehension,1.2 Iterative Modification,4.2 Behavior Specification,3.2 Project Comprehension
148,3.2 Project Comprehension,80ab8281676db4ac61bcedec2d4cd9d0db9c437f,2,3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension
149,3.2 Project Comprehension,50a71bb45db912bff99643354b808468ed715a4c,25,3.2 Project Comprehension,3.2 Project Comprehension,5.1 Code Review,3.2 Project Comprehension,3.2 Project Comprehension
150,3.2 Project Comprehension,7e7da26618ce472beeaf698d00d7ea0f9426720b,5,"6.2 Toolchain Operation
3.2 Project Comprehension
2.2 Symptom Description","3.2 Project Comprehension
6.2 Toolchain Operation
2.2 Symptom Description",3.2 Project Comprehension,"3.2 Project Comprehension
6.2 Toolchain Operation
2.2 Symptom Description","6.2 Toolchain Operation
3.2 Project Comprehension
2.2 Symptom Description"
151,3.2 Project Comprehension,2dd569b7922cc74fbc03a893300d771777aac715,20,3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension
152,3.2 Project Comprehension,ae12f0a704c4cc07e5fb60890e4280a01f59fb96,3,3.2 Project Comprehension,"3.2 Project Comprehension
7.5 Sentiment Expression",3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension
153,3.2 Project Comprehension,48ccd2e7a652b4fb4f6a04616106cd6c8a7d2792,6,3.2 Project Comprehension,"1.3 Alignment Correction
3.2 Project Comprehension
7.5 Sentiment Expression",3.1 Planning & Consultation,"3.2 Project Comprehension
1.3 Alignment Correction","3.2 Project Comprehension
1.3 Alignment Correction"
154,3.2 Project Comprehension,16e9ff7b5eed71eabb1458d7fd1d439691f274e5,26,3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension,"1.3 Alignment Correction
1.2 Iterative Modification",3.2 Project Comprehension
155,3.2 Project Comprehension,8da763ec47b64f17681b672c89e0cde7c5851d29,33,3.2 Project Comprehension,3.3 General Knowledge Query,3.1 Planning & Consultation,3.3 General Knowledge Query,3.3 General Knowledge Query
156,3.2 Project Comprehension,86a0ed1caeefe745446bc90695f939e0d32b6290,7,3.2 Project Comprehension,3.3 General Knowledge Query,3.2 Project Comprehension,3.3 General Knowledge Query,3.2 Project Comprehension
157,3.2 Project Comprehension,64ca909e523b8e72b7e5bc78c7c8321e7fb4e781,3,"3.1 Planning & Consultation
3.2 Project Comprehension",3.2 Project Comprehension,"3.1 Planning & Consultation
3.2 Project Comprehension",3.2 Project Comprehension,"3.1 Planning & Consultation
3.2 Project Comprehension"
158,3.2 Project Comprehension,250d615b228996470ff0fff8bd0d445790ffed12,9,3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension
159,3.2 Project Comprehension,66102c2b73b80d0e147cf513e97d5fa266c8c5fa,18,3.2 Project Comprehension,3.1 Planning & Consultation,3.1 Planning & Consultation,3.2 Project Comprehension,3.2 Project Comprehension
160,3.2 Project Comprehension,114e93f9b1cdce7ffa5a7c9b917a2212020d1c9f,1,3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension
161,3.3 General Knowledge Query,6ec753db6061ce9e947d37035e352d3e40216749,14,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query
162,3.3 General Knowledge Query,096dfaf8237207b3ee1e4dc5b75734d726e2a1b0,5,3.3 General Knowledge Query,8.1 Others,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query
163,3.3 General Knowledge Query,728fefef3394d549586dd78c96fbdf160b00a2ce,5,3.3 General Knowledge Query,8.1 Others,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query
164,3.3 General Knowledge Query,d60454db4bc9add4f0f8de9486568749e5d0db06,4,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query
165,3.3 General Knowledge Query,c9d6660f47c2afed6406948e8e0777d0ef6b4b74,1,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query
166,3.3 General Knowledge Query,aad256a77b7e6d96f6e402336ce657fee17adf22,3,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query
167,3.3 General Knowledge Query,728fefef3394d549586dd78c96fbdf160b00a2ce,24,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query
168,3.3 General Knowledge Query,6a19881f97ad708f90ea7bd775485fce683ae767,1,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query
169,3.3 General Knowledge Query,a9166a38a47d4f42a9a7136c73d59ea45c6dd5c2,1,3.3 General Knowledge Query,3.3 General Knowledge Query,3.2 Project Comprehension,3.3 General Knowledge Query,3.3 General Knowledge Query
170,3.3 General Knowledge Query,1026f238568f6ed723c112f9ef1eaeaa6c615813,18,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query
171,3.3 General Knowledge Query,741e516e76bcf07ae7025b05d4aa1c69e3458526,15,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query
172,3.3 General Knowledge Query,03a257eb2c5ae381f8dc8b73f2b781c2025994d4,14,3.3 General Knowledge Query,3.3 General Knowledge Query,3.1 Planning & Consultation,3.3 General Knowledge Query,3.3 General Knowledge Query
173,3.3 General Knowledge Query,172f92237bd299dafc728468a40c36e05b85ddc7,4,3.3 General Knowledge Query,3.3 General Knowledge Query,3.1 Planning & Consultation,3.3 General Knowledge Query,3.3 General Knowledge Query
174,3.3 General Knowledge Query,a0da6fc8b7be9ba0e17521d2b294e97e41585769,31,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query
175,3.3 General Knowledge Query,4bece028fe321340e78f5cbe19315df48df5aeec,0,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query
176,3.3 General Knowledge Query,6c6ecf40e8710ef1dbc6ab3a6d076e02494f1d34,33,3.3 General Knowledge Query,"2.2 Symptom Description
1.2 Iterative Modification",3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query
177,3.3 General Knowledge Query,7b6b06e449b516528d1a6080207b6648197d167a,71,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query
178,3.3 General Knowledge Query,cede884d9f7d3c57506e8151d4d4f80972ca522f,8,"2.3 Error Persistence
5.1 Code Review
3.3 General Knowledge Query","2.3 Error Persistence
2.2 Symptom Description
3.1 Planning & Consultation
5.1 Code Review
7.5 Sentiment Expression","2.2 Symptom Description
5.1 Code Review","2.3 Error Persistence
2.2 Symptom Description
3.1 Planning & Consultation
5.1 Code Review","2.3 Error Persistence
2.2 Symptom Description
5.1 Code Review"
179,3.3 General Knowledge Query,8bc3efd8b56415aad849467578f71edc84b502f2,1,3.3 General Knowledge Query,3.3 General Knowledge Query,3.1 Planning & Consultation,1.3 Alignment Correction,3.1 Planning & Consultation
180,3.3 General Knowledge Query,5bfddaa0a893e8f2b815eda43860ee131451b404,6,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query
181,4.1 Information Injection,2ca366a2dc96f47be7bc76cac512024e6bae6d86,3,"6.2 Toolchain Operation
4.1 Information Injection",4.1 Information Injection,5.1 Code Review,4.1 Information Injection,4.1 Information Injection
182,4.1 Information Injection,00ae0440c2a518a0130c74acc1b9975d2590d96a,6,4.1 Information Injection,8.1 Others,3.3 General Knowledge Query,8.1 Others,3.3 General Knowledge Query
183,4.1 Information Injection,9d0cbe31238c8e5bf7b4c90cb9fdcb58ee4e35a5,21,"1.2 Iterative Modification
4.1 Information Injection",1.2 Iterative Modification,1.2 Iterative Modification,"1.2 Iterative Modification
4.1 Information Injection","1.2 Iterative Modification
4.1 Information Injection"
184,4.1 Information Injection,58fe56fa686938611ec5caae70783b2b5abc5d44,14,"6.2 Toolchain Operation
4.1 Information Injection","4.1 Information Injection
6.1 Documentation
7.2 Continuation",7.2 Continuation,"4.1 Information Injection
6.1 Documentation
7.2 Continuation","4.1 Information Injection
7.2 Continuation"
185,4.1 Information Injection,43da8482559ea81236b055714b786f4e455fd134,12,"4.2 Behavior Specification
4.1 Information Injection",4.1 Information Injection,1.2 Iterative Modification,4.1 Information Injection,4.1 Information Injection
186,4.1 Information Injection,225920ea8a8456e34883f7a234747b8568bde802,0,"3.1 Planning & Consultation
6.2 Toolchain Operation
4.1 Information Injection","3.1 Planning & Consultation
3.2 Project Comprehension",3.1 Planning & Consultation,"3.1 Planning & Consultation
3.2 Project Comprehension",3.1 Planning & Consultation
187,4.1 Information Injection,9c50e015a106e8ce8a7522c492153b8f9caca30d,35,4.1 Information Injection,4.1 Information Injection,1.1 New Implementation,4.1 Information Injection,4.1 Information Injection
188,4.1 Information Injection,a07eb4a5a5a638be74e040fe04ca7f69cf901ce3,22,4.1 Information Injection,4.1 Information Injection,4.1 Information Injection,4.1 Information Injection,4.1 Information Injection
189,4.1 Information Injection,4f42b2d6c6350c2b81fc66080e0fe860724dd8f8,2,"4.2 Behavior Specification
4.1 Information Injection","1.2 Iterative Modification
6.1 Documentation","4.2 Behavior Specification
6.1 Documentation","1.2 Iterative Modification
6.1 Documentation","4.2 Behavior Specification
6.1 Documentation"
190,4.1 Information Injection,3acd1497ad1137f9041ed1706d619c0892571df0,6,4.1 Information Injection,8.1 Others,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query
191,4.1 Information Injection,02c177807c64be8b1c4861645c8dafc77fe677a2,0,"3.1 Planning & Consultation
4.1 Information Injection",3.2 Project Comprehension,3.3 General Knowledge Query,3.2 Project Comprehension,3.2 Project Comprehension
192,4.1 Information Injection,05d7d61bdb84a88c6d064c8676a42f02ad0f13b2,7,"6.1 Documentation
4.1 Information Injection","6.1 Documentation
4.1 Information Injection",6.1 Documentation,"6.1 Documentation
4.1 Information Injection","6.1 Documentation
4.1 Information Injection"
193,4.1 Information Injection,1c3ac39aef7cbd4204a0f3eeb559eba0fb589002,12,"1.3 Alignment Correction
4.1 Information Injection","1.2 Iterative Modification
4.1 Information Injection","1.2 Iterative Modification
4.1 Information Injection","1.2 Iterative Modification
4.1 Information Injection","1.2 Iterative Modification
4.1 Information Injection"
194,4.1 Information Injection,b37a0662c0e3d5e371319fedbd144b337705076c,1,4.1 Information Injection,"1.3 Alignment Correction
1.2 Iterative Modification",4.1 Information Injection,4.1 Information Injection,4.1 Information Injection
195,4.1 Information Injection,a32f2e9bc17dfd040b7c5330b4a6434972cda2e8,0,"1.2 Iterative Modification
4.1 Information Injection",1.2 Iterative Modification,1.2 Iterative Modification,1.2 Iterative Modification,1.2 Iterative Modification
196,4.1 Information Injection,275aaa3a771f565b9c91c3c922bc209dacb55386,0,"1.1 New Implementation
4.2 Behavior Specification
4.1 Information Injection",1.1 New Implementation,1.1 New Implementation,1.1 New Implementation,1.1 New Implementation
197,4.1 Information Injection,c97117616e2bf7efe550259ecef7aa2bbd1a3b3f,4,"1.2 Iterative Modification
4.1 Information Injection","1.2 Iterative Modification
4.1 Information Injection
7.2 Continuation",1.2 Iterative Modification,"1.2 Iterative Modification
4.1 Information Injection
7.2 Continuation","1.2 Iterative Modification
4.1 Information Injection"
198,4.1 Information Injection,111bce6411418344ac902cb88b2058fd20b6f63c,19,4.1 Information Injection,8.1 Others,3.3 General Knowledge Query,8.1 Others,8.1 Others
199,4.1 Information Injection,5470fc4a9cf1768e657bdae4ed0a6b16745ec314,10,"4.1 Information Injection
7.1 Confirmation",4.1 Information Injection,7.1 Confirmation,4.1 Information Injection,"4.1 Information Injection
7.1 Confirmation"
200,4.1 Information Injection,c06db3ddc73f4980a7af3765a0a0b15fe47bfb6d,11,"4.1 Information Injection
7.1 Confirmation","2.2 Symptom Description
4.1 Information Injection",2.2 Symptom Description,"4.1 Information Injection
2.2 Symptom Description","4.1 Information Injection
2.2 Symptom Description"
201,4.2 Behavior Specification,a222f900e591c7a9a5bd16a50777241bd7bad5b5,6,"3.3 General Knowledge Query
4.1 Information Injection
4.2 Behavior Specification","4.1 Information Injection
6.2 Toolchain Operation",3.3 General Knowledge Query,"4.1 Information Injection
6.2 Toolchain Operation","4.1 Information Injection
6.2 Toolchain Operation"
202,4.2 Behavior Specification,02d5e0103e8a60024e2132d3f109dcba6a5f3fa3,6,"4.2 Behavior Specification
1.3 Alignment Correction",1.3 Alignment Correction,1.2 Iterative Modification,4.2 Behavior Specification,4.2 Behavior Specification
203,4.2 Behavior Specification,0fd5180a4dcee4feb0b6fb77124eaf1f80b98ef3,7,4.2 Behavior Specification,4.2 Behavior Specification,1.1 New Implementation,4.2 Behavior Specification,4.2 Behavior Specification
204,4.2 Behavior Specification,0702bd75a73ce9c7e6d091286f94b65fc6bcb30d,1,"2.2 Symptom Description
4.2 Behavior Specification",7.3 Deferred Debugging,2.2 Symptom Description,4.2 Behavior Specification,4.2 Behavior Specification
205,4.2 Behavior Specification,1054024d46f18a144c4dcb00ea3226a96552b142,11,4.2 Behavior Specification,4.2 Behavior Specification,4.2 Behavior Specification,4.2 Behavior Specification,4.2 Behavior Specification
206,4.2 Behavior Specification,1c8b671ce4a2d5a2da37997c6ec677d0de632857,1,"6.2 Toolchain Operation
3.1 Planning & Consultation
4.2 Behavior Specification","3.2 Project Comprehension
3.1 Planning & Consultation
7.4 Deferred Implementation","3.2 Project Comprehension
3.1 Planning & Consultation","4.2 Behavior Specification
3.1 Planning & Consultation","4.2 Behavior Specification
3.1 Planning & Consultation"
207,4.2 Behavior Specification,3ab00d35db9f54d3ff088ed50a1b676adf095c96,10,"4.2 Behavior Specification
7.1 Confirmation","7.1 Confirmation
6.1 Documentation","4.2 Behavior Specification
7.1 Confirmation","7.1 Confirmation
6.1 Documentation","4.2 Behavior Specification
7.1 Confirmation"
208,4.2 Behavior Specification,76f244785ee25844cdf1c53af80bd31593892b26,7,"6.1 Documentation
4.2 Behavior Specification","1.3 Alignment Correction
1.2 Iterative Modification","1.3 Alignment Correction
1.2 Iterative Modification","1.3 Alignment Correction
1.2 Iterative Modification","1.3 Alignment Correction
1.2 Iterative Modification"
209,4.2 Behavior Specification,39c6af2b74eafa9a43b1e6a3df2d705041187ab1,3,"6.1 Documentation
4.2 Behavior Specification","6.1 Documentation
4.2 Behavior Specification",6.1 Documentation,"6.1 Documentation
4.2 Behavior Specification","6.1 Documentation
4.2 Behavior Specification"
210,4.2 Behavior Specification,544aa9604c1ba2a66ed337a25600d9bdc2149cb6,0,"5.1 Code Review
4.1 Information Injection
4.2 Behavior Specification","5.1 Code Review
4.2 Behavior Specification
4.1 Information Injection","5.1 Code Review
4.2 Behavior Specification","5.1 Code Review
4.1 Information Injection
4.2 Behavior Specification","5.1 Code Review
4.1 Information Injection
4.2 Behavior Specification"
211,4.2 Behavior Specification,c35706556727e686b4598d8e5c1a00fe70e99ae4,1,"6.1 Documentation
4.2 Behavior Specification","6.1 Documentation
4.2 Behavior Specification",6.1 Documentation,"6.1 Documentation
4.2 Behavior Specification","6.1 Documentation
4.2 Behavior Specification"
212,4.2 Behavior Specification,ed90b3e8355c2527b06e696ee7a7ca6e0fea38c9,0,4.2 Behavior Specification,4.2 Behavior Specification,4.2 Behavior Specification,4.2 Behavior Specification,4.2 Behavior Specification
213,4.2 Behavior Specification,7af3c0c68cae9758a491a0f2de9f0a904d5cd14e,0,"1.2 Iterative Modification
4.2 Behavior Specification","1.2 Iterative Modification
4.2 Behavior Specification",1.2 Iterative Modification,"1.2 Iterative Modification
4.2 Behavior Specification","1.2 Iterative Modification
4.2 Behavior Specification"
214,4.2 Behavior Specification,e5c0829f64eaf68154e8c3b44c7b3a69104a80df,0,"1.1 New Implementation
4.2 Behavior Specification","1.1 New Implementation
4.2 Behavior Specification",6.1 Documentation,4.2 Behavior Specification,"1.1 New Implementation
4.2 Behavior Specification"
215,4.2 Behavior Specification,7eac52d26238957fcbf5bec07506388d0bf75739,19,4.2 Behavior Specification,6.2 Toolchain Operation,4.2 Behavior Specification,4.2 Behavior Specification,4.2 Behavior Specification
216,4.2 Behavior Specification,39cfcf97833437d7b03c75c62e73b81731bf21ec,14,"4.2 Behavior Specification
7.2 Continuation",7.4 Deferred Implementation,7.2 Continuation,7.2 Continuation,7.2 Continuation
217,4.2 Behavior Specification,e0dfa71fdb97a6dc566da9792d6f2fc75be045ca,33,"4.2 Behavior Specification
6.2 Toolchain Operation","4.2 Behavior Specification
7.5 Sentiment Expression
1.3 Alignment Correction",3.2 Project Comprehension,"4.2 Behavior Specification
1.3 Alignment Correction
7.5 Sentiment Expression","4.2 Behavior Specification
1.3 Alignment Correction
7.5 Sentiment Expression"
218,4.2 Behavior Specification,035dcb5a7aa29bd4730e602630adf897577265e9,29,"3.1 Planning & Consultation
4.2 Behavior Specification
7.5 Sentiment Expression","5.1 Code Review
7.5 Sentiment Expression",3.1 Planning & Consultation,"5.1 Code Review
7.5 Sentiment Expression","3.1 Planning & Consultation
7.5 Sentiment Expression"
219,4.2 Behavior Specification,00d34d12df650aec4aef76a421fe960f10caffb5,5,"1.2 Iterative Modification
4.2 Behavior Specification","7.5 Sentiment Expression
1.3 Alignment Correction
4.2 Behavior Specification
1.2 Iterative Modification",1.2 Iterative Modification,"7.5 Sentiment Expression
1.3 Alignment Correction
4.2 Behavior Specification
1.2 Iterative Modification","1.2 Iterative Modification
4.2 Behavior Specification"
220,4.2 Behavior Specification,8ad9c5c2e404f0bdcf4e2b331b82f5f23cbf053d,2,4.2 Behavior Specification,"4.2 Behavior Specification
7.2 Continuation",1.2 Iterative Modification,4.2 Behavior Specification,4.2 Behavior Specification
221,5.1 Code Review,092ae23b25eee3eb842b8dd1cf7358b468cbdebf,33,"1.2 Iterative Modification
5.1 Code Review","5.1 Code Review
1.2 Iterative Modification",1.2 Iterative Modification,"1.2 Iterative Modification
5.1 Code Review","1.2 Iterative Modification
5.1 Code Review"
222,5.1 Code Review,0651eff1637f37bdd4eb5c0a95883c22d1a0b632,4,"1.2 Iterative Modification
5.1 Code Review","5.1 Code Review
1.2 Iterative Modification","1.2 Iterative Modification
5.1 Code Review","1.2 Iterative Modification
5.1 Code Review","1.2 Iterative Modification
5.1 Code Review"
223,5.1 Code Review,6ec753db6061ce9e947d37035e352d3e40216749,17,5.1 Code Review,5.1 Code Review,5.1 Code Review,5.1 Code Review,5.1 Code Review
224,5.1 Code Review,86bbb8d7b5fb4997adcd299bffc8ea5795ba5169,13,5.1 Code Review,3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension,3.2 Project Comprehension
